article_id,par_index,group,text_block_en,final_label,agreement,run_1,run_2,run_3,run_4,run_5
BADZ-51300295321,3,FRA,"L'Équipe (Frankreich): ""Alexandra Popp top, Frankreichs Verteidigerin Eve Périsset abwesend (...) Die deutsche Kapitänin war mit Spannung erwartet worden und enttäuschte nicht. Mit einem Doppelpack bestätigte Popp die Bandbreite ihres immensen Talents. Perfekt begleitet wurde sie dabei von Svenja Huth, die bei beiden deutschen Treffern die entscheidende Passgeberin war."" 

Le Figaro (Frankreich): ""Der blaue Traum vom ersten Finale ist ausgeträumt. (...) Wie schon bei der WM 2011 und den Olympischen Spielen 2012 stolperten die [Gruppe 1] nur einen Schritt von einem großen internationalen Finale entfernt. In einer Partie, die ihnen paradoxerweise gerade dann entglitt, als Deutschland am meisten in Schwierigkeiten zu sein schien. Ein grausames Szenario.""

Les Dernières Nouvelles d'Alsace (Frankreich): ""Und am Ende gewinnt Deutschland. Während es den Männern seit einigen Jahren gelungen ist, mit diesem alten Sprichwort aufzuräumen, müssen die französischen Fußballerinnen sich noch gedulden.""",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
MAZ-3.00668320001649e+20,6,REFUG,"Je höher die Qualifikation der Menschen sei, desto länger dauere der Prozess tendenziell, so die Geschäftsführerin. So hätten sich bereits zwei Ärztinnen gemeldet, die erst eine Anerkennung ihrer Ausbildung bräuchten, bevor sie arbeiten könnten. Habe jemand dagegen vorher bereits beispielsweise im Labor gearbeitet, könne es auch sehr schnell gehen. Das Gleiche gelte für Leute, die sich auch Tätigkeiten bei Logistikern etwa als ""Picker und Packer"" vorstellen könnten. Falls zur Ausübung des Berufs jedoch erst Sprachkenntnisse erlangt werden müssten, könnten die Menschen auch in Sprachkurse vermittelt werden. Der erste Eindruck sei, dass viele der [Gruppe 1] sehr gut Englisch sprächen, erzählt Strack, wie auch insgesamt das Ausbildungsniveau bei den Menschen hoch sei. Auf der anderen Seite hätten sich auch schon viele Unternehmen bei der Arbeitsagentur gemeldet, die Stellen anbieten wollten. ""Der Arbeitsmarkt ist aufnahmefähig."" Zu den Aufgaben der Arbeitsagentur gehöre es dabei auch, die [Gruppe 1] darüber aufzuklären, wie die Rahmenbedingungen des Arbeitens in Deutschland aussehen, etwa hinsichtlich Mindestlohn, tariflicher bzw. ortsüblicher Löhne. ""Wir wollen verhindern, dass die Menschen in sozial prekären Verhältnissen landen"", so Strack.

Um die Kommunikation mit den [Gruppe 1] sicherzustellen gebe es mittlerweile eine bundesweite Hotline in russischer und ukrainischer Sprache, an der auch Kollegen aus der Mainzer Arbeitsagentur beteiligt seien. ""Wir haben vor 14 Tagen bei uns einen Aufruf gestartet und gefragt, wer Russisch oder Ukrainisch sprechen kann und es haben sich acht Kollegen gemeldet."" Diese seien nun in der bundesweiten Hotline eingebunden, könnten aber auch von den Kollegen vor Ort angefragt werden. Wie sich die Situation weiter entwickeln werde, sei noch schwer zu prognostizieren. Klar sei, dass mit einem größeren Zustrom in die Region zu rechnen sei, wenn die [Gruppe 1] nach den gängigen Schlüsseln bundesweit verteilt würden, da momentan besonders in Berlin und in Teilen Hessens sehr viele Menschen aus der Ukraine ankämen.

",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
MAZ-3.03486390001654e+20,7,ITA,"Für Nelson Rodrigues ist die EM die Abschiedsvorstellung als amtierender Präsident. Seit dem Jahr 2015 hat er in Portugal die Strukturen geschaffen, die Winzer von der Idee überzeugt, einen Kader zusammengestellt. ""Ich bin [Andere Gruppe] mit portugiesischen Wurzeln"", sagt er und wünscht sich von allen anderen auch, sich im ersten Schritt als [Andere Gruppe] zu sehen, unabhängig von der Herkunft. Dass die im zweiten Schritt zur Identitätsfindung wichtig ist, steht außer Frage. Der Gedanke des Miteinanders der Nationen. Menschen helfen, auch länderübergreifend. Selbst als Türöffner für andere dienen. Das alles war Rodrigues' Maxime. Gefunden hat er echte Freunde und Geschäftsbeziehungen ergaben sich wie von selbst.

Prominente Ex-Fußballer, die sich nach der Karriere dem Wein verschrieben haben, gibt es viele. Die bekanntesten unter ihnen: Andrés Iniesta aus Spanien (Siegtorschütze im WM-Finale 2010) und der [Gruppe 1] Andrea Pirlo (Weltmeister 2006). Der [Andere Gruppe] Luis Figo gehört (noch?) nicht dazu. Mit dem heute 49-jährigen früheren Weltstar trifft sich Rodrigues im September in Portugal. ""Darauf bin ich stolz"", gibt er zu, ""denn ich hoffe, ihn dauerhaft als Gesicht der portugiesischen Weinelf zu bekommen.""

Die Frage nach den EM-Favoriten? Gänz hat Slowenien auf der Karte stehen. ""Und ich glaube zu wissen, dass Tschechien sich gestrafft hat. Beim Finale in einem Profi-Stadion werden auch die Fans eine Rolle spielen"", sagt er. Zumal das Turnier für viele Kollegen das Größte ist, was sie mit dem Fußball erreichen können. Und Deutschland? ""Ich sehe uns schon im Favoritenkreis."" Der Guldentaler ist vorsichtig. Erst einmal will die Vorrunde gegen Italien, die Schweiz und Slowenien überstanden sein. Dass zuletzt zweimal die Finals gegen Slowenien äußerst knapp verloren wurden, hat seinen Ehrgeiz angestachelt. Vor allem, weil die Slowenen diesmal anders aufstellen müssen: Ein Bezug zum Wein ist erstmals für jeden Kicker Grundvoraussetzung.",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
BADZ-51292282756,4,RUS,"Die nahegelegene Metrohaltestelle auf dem Chreschschtschatik-Boulevard führt die Fahrgäste vom Weihnachtstrubel auf Rolltreppen Hunderte Meter in die Tiefe zum Bahnsteig. Das unterirdische Labyrinth wurde in den 1950er-Jahren tief unter die Stadt gebohrt. Es sollte Schutz vor einem Atomschlag bieten. Die Tunnel sollen laut Stadtverwaltung nun erneut eine Rolle beim Luftschutz spielen. 

Anna Lenchowska und ihr Mann Valera haben zum Essen in ihr Apartment am rechten Dnepr-Ufer geladen. Es wird gelacht, getrunken und lange spekuliert, was das Coronavirus wohl für die Urlaubspläne in diesem Jahr bedeutet. Dann versiegt das Gespräch im Plauderton. Das Ehepaar erzählt von seinem Notrucksack für die Flucht. Lange hätten sie sogar überlegt, ob sie Freunden im Ausland ihre Papiere schicken sollten. Jemand sollte nach ihnen suchen können, falls die [Gruppe 1] sie nach einem Einmarsch verhaften sollten. ""Wir machen uns Sorgen, weil wir für Menschenrechtsorganisationen arbeiten. Aber sie würden sich wohl erst um wichtigere Leute als uns kümmern"", sagt Lenchowksa. Im Moment stehe der Kauf einer Powerbank auf der To-do-Liste für den Ernstfall, um bei Stromausfall die Smartphones aufladen zu können. ""Am besten wäre wohl eine mit Solarmodul"", sagt Valera und gießt etwas Wein nach. 

Das Kiewer Ehepaar hat Ende Dezember damit begonnen, einen Bunker in ihrem Viertel zu suchen. Laut Angaben der Stadtverwaltung von Kiew gibt es derzeit 5000 Luftschutzräume in der knapp drei Millionen Einwohner zählenden Hauptstadt der Ukraine. Allerdings zählt der zuständige Vize von Bürgermeister Vitali Klitschko, Andrij Kryschenko, auf Nachfrage auch gewöhnliche Keller zu den Schutzräumen. Diese werden oft von Lokalen oder Geschäften als zusätzliche Ladenfläche genutzt. ""Wir sind dabei, in Fällen, wo es uns für die Sicherheit der Bürger wichtig erscheint, mit den Eigentümern zu sprechen"", teilt der Vize-Bürgermeister mit. Er versichert außerdem, alle Anlagen seien leicht zu finden. ",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
KN-doc7mdk4hv7s1tzknmnbyz,5,USA,"Vor 50 Jahren bekamen Libor und sein Vorschoter Peter ""Lumi"" Naumann im Schilkseer Olympiahafen die Bronzemedaille umgehängt. Nicht das, was sie sich erhofft hatten. ""Damals war ich sehr enttäuscht"", sagt Libor. ""Erst im Nachhinein wurde mir klar, dass es ein großer Erfolg ist, als Amateur zwei Medaillen zu gewinnen."" Vier Jahre zuvor hatten sie in Mexiko Silber geholt. In einer ganz anderen olympischen Welt als heute, die am Amateurstatus ihrer Athleten festhielt.

Profis durften nicht teilnehmen - auch wenn die besten Segler der Welt wie der [Gruppe 1] Harry ""Buddy"" Melges, der Däne Paul Elvstrøm oder der [Andere Gruppe] Rodney Pattison ihr Geld längst im Umfeld des Segelsports verdienten. Auch Libor: mit dem Vertrieb von Booten und Co., etwa des Conger, den er 1965 selbst entwickelte. ""Wir haben das Geld für unser Hobby im Segelsport verdient, aber wir haben kein Geld fürs Segeln bekommen"", sagt er. Boot, Segel, Reisen und Transport - alles bezahlte Libor selbst, bastelte und tüftelte bis ins Detail. Ging es zu Regatten an die Mittelmeerküste, sammelte er seinen Vorschoter am Freitagnachmittag nach Feierabend ein, sie fuhren die Nacht im Auto durch, segelten Sonnabend und Sonntag, ehe es retour ging und beide am Montagmorgen wieder arbeiteten.

Als ""Hobby-Segler"" legte Libor eine atemberaubende Karriere hin. Sein ""interessantes Seglerleben"", wie er selbst sagt, bietet mehr als genug Stoff für Geschichten. 1940 im schlesischen Cosel geboren und in Hamburg aufgewachsen, startet er als 16-Jähriger erstmals bei der Kieler Woche, 1960 gewinnt er sie im Piraten. Dadurch darf er zur Europameisterschaft in der in Deutschland nahezu unbekannten Snipe, holt den Titel und wird für Olympia in [Andere Gruppe] als Ersatzmann nominiert.",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
BADZ-51295790802,5,REFUG,"Glücklicherweise ist die Bundesagentur für Arbeit (BA) eh eine ausgesprochen agile Sozialversicherung. Wer es schafft, quasi über Nacht auf eine neue Lage zu reagieren, beweist, dass er leistungsfähig ist. Und genau so war es, als die BA im ersten Corona-Lockdown die Zahl der mit Kurzarbeit befassten Beschäftigten innerhalb weniger Tage von gut 500 auf etwa 10000 aufstockte. 

Wenn es also jemand schafft, für die [Gruppe 1] da zu sein, dann die BA und die Jobcenter. So manches Hemmnis, das sie haben, stammt übrigens aus Berlin. Die Große Koalition hat es nicht geschafft, viele aufwändige und unsinnige Vorschriften bei der Grundsicherung abzuschaffen. Jetzt wäre die beste Gelegenheit für die Ampel, da kräftig zu entrümpeln, damit den Jobcentern mehr Zeit bleibt - mehr Zeit für die, die bisher schon Hartz IV-Bezieher waren und für die [Gruppe 1], die sich ab Juni an die Center wenden werden.

Da trifft es sich gut, dass Andrea Nahles künftig BA-Chefin ist. Sie hat einen ganz engen Draht zum Kanzler und zu Arbeitsminister Hubertus Heil (SPD). Und als sie selbst Arbeitsministerin war, hatte sie sich am Bürokratieabbau versucht. Sehr weit kam die frühere SPD-Vorsitzende damit nicht. Das bedeutet aber auch, dass Nahles weiß, was da noch alles zu tun ist.",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
KN-doc7kclfsegsah4e0jwbmm,2,JUDE,"Der Streit um einen Vorplatz und eine kleine Allee in unmittelbarer Nähe des jüdischen Friedhofs in Westerrönfeld erreicht eine neue Qualität: Ende März hat der Eigentümer dieser ""Verkehrsfläche"" Garagen aufstellen lassen, um die Nutzung von Wegen auf seinem Grundstück durch Anwohner (fast) unmöglich zu machen. Lediglich der Zugang zum Friedhof bleibt unter erschwerten Bedingungen möglich. Vor knapp zwei Jahren war es bereits zu einem ähnlichen Vorfall gekommen.

""Das ist eine Schande für das Kulturdenkmal"", sagt Annette Mörke. Die Historikern bietet freiberuflich Führungen im Jüdischen Museum in Rendsburg und über den Friedhof an. 1695 eröffnet, habe er lange als Zentralfriedhof für [Gruppe 1] aus weiten Teilen Schleswig-Holsteins gedient, so Mörke.

Drei offensichtlich gebrauchte Fertiggaragen blockieren nun den Zugang zum Areal in Privatbesitz. Zäune verhindern den Zutritt durch einen Fußgänger-Weg und die Allee, die vor dem Kanalbau auf direktem Wege in die Rendsburger Synagoge führte. Ein zusammengeschustert wirkendes Tor in Richtung Westpreußenweg ermöglicht als einziges den Zugang zum Friedhof.",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
LVZ-doc7jtn4jild3kvla8mmo9,1,MIGR,"

EU-Kommissionsvize Margaritis Schinas will Anfang März in die Türkei reisen, um mit Ankara über den Flüchtlingszuzug nach Zypern zu reden. Das sagte Schinas bei einem Besuch in Zyperns Hauptstadt Nikosia. EU-Innenkommissarin Ylva Johannsson, die dem Treffen mit dem zyprischen Innenminister Nikos Nouris per Video zugeschaltet war, sicherte zu, die EU werde Zypern bei der Bearbeitung von Asylanträgen sowie bei Unterbringung und Rückführung von [Gruppe 1] helfen.

",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
MOPO-399806,4,FRA,"+++ 

Eine Empfehlung von Scholz - das gibt Macron den Rest. +++ Immerhin hat er gute Ideen für andere Länder. +++ Scholz will nicht, dass die [Gruppe 1] Le Pen wählen, weil man dort dann eine Regierung mit problematischen Russlandverstrickungen hätte. Das kann dem Kanzler von der SPD natürlich nicht gefallen. +++

Nach dem Bekanntwerden von Vorwürfen sexueller Übergriffe bei den hessischen Linken haben sich weitere mutmaßlich Betroffene an die mit der Partei verbundene Linksjugend Solid gewendet. Solid-Bundessprecherin Sarah Dubiel sprach am Sonntag auf Anfrage von mehr als 20 weiteren Betroffenen aus mehreren Landesverbänden.",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
KN-doc7lum3ww2eyd124avkmoh,4,HUN,"Viel problematischer sieht es in [Gruppe 1] und [Andere Gruppe] aus. In beiden Ländern gebe es erhebliche Mängel in der Justiz und bei der Korruptionsbekämpfung, heißt es in dem Brüsseler Papier. Auch müsse der staatliche Druck auf die Medien nachlassen. Zudem gebe es systemische Defizite in der Gewaltenteilung. Der Bericht soll zwar lediglich eine Grundlage für eine Diskussion über die Rechtsstaatlichkeit in den einzelnen Staaten bilden. Doch der russische Angriffskrieg gegen die Ukraine hat die Bedeutung des Berichts erhöht. Der Krieg zeige, wie wichtig die Einhaltung rechtsstaatlicher Normen sei, sagte EU-Justizkommissar Didier Reynders am Mittwoch bei der Vorstellung des Reports in Luxemburg.

Erstmals stehen in dem Report auch konkrete Empfehlungen, wie die Probleme aus der Welt geschaffen werden könnten. So soll die ungarische Regierung den Obersten Gerichtshof reformieren, damit Richter nicht mehr außerhalb eines geordneten Verfahrens ernannt werden können. [Andere Gruppe] soll unter anderem Regeln für Lobbying einführen und dafür Sorge tragen, dass öffentlich-rechtliche Medien unabhängig geführt werden. Ob die Regierungen in [Gruppe 1] und [Andere Gruppe] die Tipps aus Brüssel beachten werden, ist allerdings unsicher.

[Gruppe 1] muss jetzt sogar fürchten, dass EU-Zuschüsse teilweise nicht mehr fließen. Von [Andere Gruppe] erwartet die EU-Kommission die Zahlung eines Strafgelds in Höhe von etwa 300 Millionen Euro, weil die Regierung in Warschau Urteile des Europäischen Gerichtshofs nicht umsetzt. Beide Staaten haben bislang auch kein Geld aus dem Corona-Wiederaufbaufonds erhalten.",NO_CRIME_FRAME,1.0,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME
